,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
0,1:22 AM,70,57,63,8,0,29.08,0.0,E,Fair,2018-08-25
1,2:22 AM,69,58,68,9,0,29.08,0.0,E,Fair,2018-08-25
2,3:22 AM,68,57,68,8,0,29.08,0.0,E,Fair,2018-08-25
3,8:22 AM,69,58,68,9,0,29.14,0.0,ENE,Mostly Cloudy,2018-08-25
4,9:22 AM,73,60,64,8,0,29.14,0.0,E,Partly Cloudy,2018-08-25
5,10:22 AM,77,62,60,8,0,29.16,0.0,E,Fair,2018-08-25
6,11:22 AM,81,64,56,9,0,29.16,0.0,E,Fair,2018-08-25
7,12:22 PM,82,63,52,7,0,29.15,0.0,ENE,Fair,2018-08-25
8,1:22 PM,84,63,49,3,0,29.13,0.0,VAR,Mostly Cloudy,2018-08-25
9,2:22 PM,85,63,48,0,0,29.12,0.0,CALM,Fair,2018-08-25
10,3:22 PM,85,63,48,3,0,29.10,0.0,VAR,Partly Cloudy,2018-08-25
11,4:22 PM,85,63,48,8,0,29.09,0.0,ENE,Partly Cloudy,2018-08-25
12,5:22 PM,86,63,46,8,0,29.08,0.0,NE,Partly Cloudy,2018-08-25
13,6:22 PM,84,63,49,9,0,29.07,0.0,ENE,Fair,2018-08-25
14,7:22 PM,82,63,52,8,0,29.08,0.0,ESE,Fair,2018-08-25
15,9:22 PM,80,64,58,7,0,29.09,0.0,ESE,Fair,2018-08-25
16,10:22 PM,79,64,60,8,0,29.12,0.0,E,Fair,2018-08-25
17,11:22 PM,76,64,67,7,0,29.14,0.0,E,Partly Cloudy,2018-08-25
18,12:22 AM,77,64,64,6,0,29.14,0.0,E,Partly Cloudy,2018-08-25
