,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
0,2:22 AM,52,43,71,3,0,29.06,0.0,SSE,Cloudy,2018-01-22
1,3:22 AM,51,43,74,5,0,29.03,0.0,SE,Cloudy,2018-01-22
2,4:22 AM,51,42,71,5,0,29.01,0.0,SE,Cloudy,2018-01-22
3,5:22 AM,50,42,74,6,0,29.01,0.0,SE,Cloudy,2018-01-22
4,6:22 AM,49,42,77,5,0,29.00,0.0,ESE,Cloudy,2018-01-22
5,6:22 AM,49,42,77,5,0,29.01,0.0,E,Cloudy,2018-01-22
6,7:22 AM,47,42,83,3,0,29.01,0.0,ESE,Cloudy,2018-01-22
7,8:22 AM,48,42,80,10,0,29.00,0.0,E,Cloudy,2018-01-22
8,9:22 AM,50,43,77,7,0,29.02,0.0,ESE,Cloudy,2018-01-22
9,10:02 AM,51,44,77,6,0,29.03,0.0,SE,Cloudy,2018-01-22
10,10:22 AM,51,45,80,12,0,29.02,0.0,SE,Cloudy,2018-01-22
11,11:22 AM,54,51,90,7,0,29.01,0.0,SE,Cloudy,2018-01-22
12,12:22 PM,57,54,89,8,0,28.99,0.0,SE,Cloudy,2018-01-22
13,1:22 PM,58,56,93,10,0,28.95,0.0,S,Cloudy,2018-01-22
14,2:22 PM,59,58,96,10,0,28.91,0.0,SSE,Cloudy,2018-01-22
15,3:22 PM,59,58,96,8,0,28.90,0.0,S,Cloudy,2018-01-22
16,4:22 PM,60,59,96,6,0,28.87,0.0,SSE,Cloudy,2018-01-22
17,5:18 PM,61,59,94,8,0,28.86,0.0,SSE,Cloudy,2018-01-22
18,5:22 PM,61,59,93,9,0,28.86,0.0,SSE,Cloudy,2018-01-22
19,6:22 PM,61,60,97,9,0,28.86,0.0,S,Heavy Rain,2018-01-22
20,6:48 PM,61,60,97,8,0,28.85,0.1,SSE,Rain,2018-01-22
21,7:22 PM,60,60,100,8,0,28.85,0.1,SSE,Light Rain,2018-01-22
22,9:12 PM,61,61,100,12,0,28.84,0.2,SE,Heavy Rain,2018-01-22
23,9:22 PM,60,60,100,10,0,28.83,0.3,SE,Heavy Rain,2018-01-22
24,9:48 PM,61,61,100,3,0,28.83,0.3,VAR,Heavy Rain,2018-01-22
25,9:51 PM,61,61,100,3,0,28.82,0.3,VAR,Rain,2018-01-22
26,10:01 PM,61,61,100,9,17,28.82,0.3,SE,Light Rain,2018-01-22
27,10:11 PM,62,61,96,17,24,28.82,0.3,S,Rain,2018-01-22
28,10:22 PM,62,61,96,21,32,28.84,0.4,S,Rain / Windy,2018-01-22
29,11:02 PM,61,61,100,12,21,28.83,0.0,SSW,Cloudy,2018-01-22
30,11:22 PM,61,61,100,12,0,28.82,0.0,SSW,Cloudy,2018-01-22
31,11:30 PM,61,61,100,14,0,28.82,0.0,S,Cloudy,2018-01-22
32,11:50 PM,61,61,100,12,0,28.82,0.0,SSW,Cloudy,2018-01-22
33,12:04 AM,61,61,100,14,0,28.81,0.0,SSW,Cloudy,2018-01-22
34,12:22 AM,61,61,100,10,0,28.81,0.0,SSW,Cloudy,2018-01-22
35,1:22 AM,62,61,96,12,0,28.79,0.0,SSW,Cloudy,2018-01-22
