,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
0,2:22 AM,44,23,43,10,0,28.97,0.0,NNW,Fair,2017-02-26
1,3:22 AM,42,22,45,9,0,28.98,0.0,NW,Fair,2017-02-26
2,4:22 AM,39,22,50,7,0,28.98,0.0,NW,Fair,2017-02-26
3,5:22 AM,39,21,49,9,0,28.99,0.0,NW,Fair,2017-02-26
4,6:22 AM,37,22,54,9,0,29.01,0.0,NNW,Fair,2017-02-26
5,6:22 AM,37,21,52,12,0,29.03,0.0,NNW,Fair,2017-02-26
6,7:22 AM,36,21,55,13,0,29.06,0.0,NNW,Fair,2017-02-26
7,8:22 AM,37,22,54,13,0,29.08,0.0,NNW,Partly Cloudy,2017-02-26
8,9:22 AM,41,21,45,14,0,29.11,0.0,N,Fair,2017-02-26
9,10:22 AM,45,19,36,10,0,29.12,0.0,N,Fair,2017-02-26
10,11:22 AM,49,19,31,0,0,29.13,0.0,CALM,Fair,2017-02-26
11,12:22 PM,52,18,26,0,0,29.13,0.0,CALM,Fair,2017-02-26
12,1:22 PM,56,17,22,6,0,29.12,0.0,N,Fair,2017-02-26
13,2:22 PM,59,15,18,5,0,29.10,0.0,NW,Fair,2017-02-26
14,3:22 PM,60,15,17,7,0,29.08,0.0,N,Fair,2017-02-26
15,4:22 PM,62,17,18,7,0,29.07,0.0,W,Fair,2017-02-26
16,5:22 PM,62,15,16,0,0,29.06,0.0,CALM,Fair,2017-02-26
17,6:22 PM,61,14,16,0,0,29.08,0.0,CALM,Fair,2017-02-26
18,7:22 PM,59,15,18,0,0,29.10,0.0,CALM,Fair,2017-02-26
19,9:22 PM,57,19,23,3,0,29.11,0.0,ESE,Fair,2017-02-26
20,10:22 PM,55,18,23,5,0,29.12,0.0,ESE,Fair,2017-02-26
21,11:22 PM,53,24,32,0,0,29.13,0.0,CALM,Fair,2017-02-26
22,12:22 AM,51,23,33,5,0,29.13,0.0,ESE,Fair,2017-02-26
23,1:22 AM,50,23,35,7,0,29.12,0.0,SE,Fair,2017-02-26
