,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
0,1:22 AM,72,50,46,9,0,28.84,0.0,SE,Cloudy,2017-05-04
1,2:22 AM,72,48,43,13,0,28.85,0.0,SSE,Cloudy,2017-05-04
2,3:22 AM,71,48,44,12,0,28.83,0.0,S,Cloudy,2017-05-04
3,4:22 AM,70,48,46,7,0,28.83,0.0,S,Cloudy,2017-05-04
4,5:22 AM,68,51,55,12,0,28.86,0.0,WSW,Light Rain,2017-05-04
5,6:22 AM,61,56,83,14,0,28.87,0.0,WSW,Light Rain,2017-05-04
6,6:22 AM,60,58,93,3,0,28.85,0.0,SW,Light Rain,2017-05-04
7,7:14 AM,60,58,93,3,0,28.85,0.0,SSE,Rain,2017-05-04
8,7:22 AM,60,58,93,5,0,28.84,0.1,S,Light Rain,2017-05-04
9,8:04 AM,60,58,93,6,0,28.83,0.0,ESE,Light Rain,2017-05-04
10,8:22 AM,60,59,96,8,0,28.83,0.0,SE,Light Rain,2017-05-04
11,9:22 AM,60,59,96,10,0,28.79,0.1,SE,Rain,2017-05-04
12,9:27 AM,60,59,96,8,0,28.78,0.0,SE,Rain,2017-05-04
13,9:40 AM,60,60,100,9,0,28.78,0.1,SE,Light Rain,2017-05-04
14,10:22 AM,61,60,97,12,0,28.77,0.1,SE,Rain,2017-05-04
15,10:55 AM,60,59,96,30,41,28.70,0.1,ESE,Rain / Windy,2017-05-04
16,11:05 AM,60,59,96,28,40,28.68,0.1,ESE,Light Rain / Windy,2017-05-04
17,11:17 AM,61,59,94,28,44,28.64,0.1,ESE,Light Rain / Windy,2017-05-04
18,11:22 AM,61,60,97,24,41,28.64,0.1,SE,Light Rain / Windy,2017-05-04
19,12:22 PM,63,61,93,10,20,28.67,0.0,SE,Cloudy,2017-05-04
20,12:38 PM,64,61,90,10,0,28.67,0.0,ESE,Cloudy,2017-05-04
21,1:22 PM,66,62,87,17,26,28.66,0.0,SSE,Cloudy,2017-05-04
22,1:46 PM,66,61,84,20,28,28.65,0.0,SSE,Cloudy,2017-05-04
23,2:22 PM,66,62,87,10,0,28.64,0.0,SSE,Cloudy,2017-05-04
24,2:30 PM,66,62,87,9,0,28.63,0.0,SE,Light Rain,2017-05-04
25,2:56 PM,66,64,93,13,20,28.61,0.0,SE,Heavy Rain,2017-05-04
26,3:00 PM,66,64,93,13,20,28.61,0.0,SE,Heavy Rain,2017-05-04
27,3:04 PM,66,64,93,15,0,28.60,0.0,SSE,Light Rain,2017-05-04
28,3:22 PM,66,64,93,10,0,28.59,0.1,SE,Light Rain,2017-05-04
29,3:28 PM,66,64,93,15,21,28.58,0.0,ESE,Light Rain,2017-05-04
30,3:42 PM,66,64,93,12,21,28.57,0.0,S,Light Rain,2017-05-04
31,4:22 PM,67,65,93,7,0,28.56,0.0,S,Cloudy,2017-05-04
32,4:58 PM,67,65,93,13,0,28.55,0.0,S,Cloudy,2017-05-04
33,5:22 PM,68,65,90,10,20,28.54,0.0,SSW,Cloudy,2017-05-04
34,6:22 PM,68,64,87,8,0,28.53,0.0,S,Cloudy,2017-05-04
35,7:10 PM,67,64,90,12,21,28.53,0.0,S,Cloudy,2017-05-04
36,7:22 PM,67,64,90,10,0,28.53,0.0,S,Cloudy,2017-05-04
37,9:22 PM,67,63,87,10,18,28.51,0.0,SSE,Light Rain,2017-05-04
38,9:58 PM,63,61,93,15,28,28.55,0.1,W,Rain,2017-05-04
39,10:12 PM,61,59,93,12,0,28.55,0.1,W,Light Rain,2017-05-04
40,10:22 PM,61,59,93,9,0,28.55,0.1,W,Light Rain,2017-05-04
41,11:22 PM,60,58,93,6,0,28.54,0.1,W,Light Rain,2017-05-04
42,11:48 PM,60,59,96,0,0,28.52,0.0,CALM,Light Rain,2017-05-04
43,12:05 AM,58,55,90,16,25,28.53,0.0,W,Light Rain,2017-05-04
44,12:22 AM,57,54,89,9,0,28.53,0.0,W,Cloudy,2017-05-04
